date,user_id,value,point_differential
2012-09-23,1822,726,70
2012-09-23,1914,1838,180
2012-09-23,1915,2087,200
2012-09-23,1946,1854,0
2012-09-23,2038,749,0
2012-09-23,2088,2564,0
2012-09-23,2104,1143,0
2012-09-23,2145,1986,0
2012-09-23,2244,7345,0
2012-09-23,2254,6599,650
2012-09-23,2494,1749,170
2012-09-23,2543,0,0
2012-09-23,2563,6149,610
2012-09-23,2586,1084,0
2012-09-23,2614,9684,960
2012-09-23,2628,3806,0
2012-09-23,2637,2045,0
2012-09-23,2665,3759,370
2012-09-23,2687,5372,530
2012-09-23,2701,544,50
2012-09-23,2704,1768,0
2012-09-23,2851,4009,0
2012-09-23,2852,1145,0
2012-09-23,2897,4902,490
2012-09-23,2930,1621,0
2012-09-23,2942,9214,920
2012-09-23,2955,3260,320
2012-09-23,2991,6386,0
2012-09-23,3001,1327,130
2012-09-23,3032,6608,660
2012-09-23,3051,460,40
2012-09-23,3059,1029,0
2012-09-23,3067,2540,250
2012-09-23,3093,2687,0
2012-09-23,3118,1343,130
2012-09-23,3120,1781,0
2012-09-23,3149,3631,0
2012-09-23,3155,1748,0
2012-09-23,3192,1582,150
2012-09-23,3345,2955,0
2012-09-23,3415,1594,0
2012-09-23,3636,4625,460
2012-09-23,3674,1379,0
2012-09-23,3679,2085,0
2012-09-23,3686,2706,0
2012-09-23,3710,4768,0
2012-09-23,3720,878,0
2012-09-23,3752,2104,210
2012-09-23,3762,4378,0
2012-09-23,3787,1255,0
2012-09-23,3849,7641,760
2012-09-23,3958,1968,0
2012-09-23,3982,3877,0
2012-09-23,3997,1289,0
2012-09-23,4023,3347,330
2012-09-23,4080,2627,260
2012-09-23,4315,3589,0
2012-09-23,4373,1141,110
2012-09-23,4427,6666,660
2012-09-23,4447,2567,250
2012-09-23,4464,3192,0
2012-09-23,4491,5306,530
2012-09-23,4512,4829,480
2012-09-23,4536,3481,340
2012-09-23,4832,2130,210
2012-09-23,4861,1830,0
2012-09-23,4865,2516,0
2012-09-23,4935,5147,0
2012-09-23,5116,1453,0
2012-09-23,5225,399,30
2012-09-23,5240,4791,0
2012-09-23,5282,5435,540
2012-09-23,5298,3087,0
2012-09-23,5322,2646,0
2012-09-23,5346,1832,0
2012-09-23,5359,706,0
2012-09-23,5391,1906,0
2012-09-23,5399,987,0
2012-09-23,5421,1903,0
2012-09-23,5427,1973,190
2012-09-23,5460,647,0
2012-09-23,5467,3590,0
2012-09-23,5510,2817,280
2012-09-23,5620,2372,230
2012-09-23,5706,1308,130
2012-09-23,5735,1797,170
2012-09-23,5750,8953,890
2012-09-23,5763,2132,0
2012-09-23,5788,1748,0
2012-09-23,5818,515,50
2012-09-23,5826,2177,210
2012-09-23,5835,3814,380
2012-09-23,5862,3071,0
2012-09-23,5863,1490,140
2012-09-23,5950,1734,170
2012-09-23,6030,3777,370
2012-09-23,6035,393,0
2012-09-23,6048,1996,190
2012-09-23,6102,2319,0
2012-09-23,6136,5333,530
2012-09-23,6145,3413,340
2012-09-23,6176,2977,0
2012-09-23,6219,3635,360
2012-09-23,6270,5820,0
2012-09-23,6324,6877,0
2012-09-23,6350,1218,120
2012-09-23,6405,1833,180
2012-09-23,6451,2484,0
2012-09-23,6481,3022,0
2012-09-23,6518,7410,740
2012-09-23,6522,2311,0
2012-09-23,6601,2927,0
2012-09-23,6699,739,0
2012-09-23,6701,2349,230
2012-09-23,6723,913,0
2012-09-23,6764,3074,0
2012-09-23,6923,2901,0
2012-09-23,6955,1605,0
2012-09-23,6967,479,40
2012-09-23,6980,1469,140
2012-09-23,7024,4037,400
2012-09-23,7107,2833,280
2012-09-23,7119,3777,370
2012-09-23,7231,3318,330
2012-09-24,6,3227,320
2012-09-24,50,3846,0
2012-09-24,108,5322,0
2012-09-24,115,5406,-4510
2012-09-24,155,3305,330
2012-09-24,178,961,0
2012-09-24,227,1128,110
2012-09-24,347,10049,1000
2012-09-24,366,2111,210
2012-09-24,383,4007,0
2012-09-24,422,6199,610
2012-09-24,423,6728,670
2012-09-24,440,1412,0
2012-09-24,470,3294,320
2012-09-24,536,9248,920
2012-09-24,547,1209,-4930
2012-09-24,637,5059,-4550
2012-09-24,741,2244,0
2012-09-24,779,3496,340
2012-09-24,782,1067,0
2012-09-24,798,1737,0
2012-09-24,915,609,60
2012-09-24,917,4354,0
2012-09-24,937,4453,0
2012-09-24,941,3455,340
2012-09-24,983,2460,240
2012-09-24,984,2010,0
2012-09-24,988,4248,0
2012-09-24,1004,3931,390
2012-09-24,1227,1882,180
2012-09-24,1245,55,0
2012-09-24,1260,1933,0
2012-09-24,1316,7265,720
2012-09-24,1407,2671,0
2012-09-24,1568,2697,0
2012-09-24,1602,1888,180
2012-09-24,1609,652,60
2012-09-24,1633,9375,930
2012-09-24,1645,1884,0
2012-09-24,1659,1426,140
2012-09-24,1778,2076,0
2012-09-24,1798,2481,240
2012-09-24,1809,1758,170
2012-09-24,1980,4722,0
2012-09-24,2115,661,0
2012-09-24,2230,4077,400
2012-09-24,2283,1145,110
2012-09-24,2285,2188,210
2012-09-24,2315,3055,0
2012-09-24,2410,370,0
2012-09-24,2424,2963,290
2012-09-24,2438,2527,0
2012-09-24,2442,1865,0
2012-09-24,2448,0,0
2012-09-24,2461,5366,530
2012-09-24,2514,9058,900
2012-09-24,2615,3521,0
2012-09-24,2662,2068,200
2012-09-24,2685,1275,0
2012-09-24,2795,358,30
2012-09-24,2864,1235,120
2012-09-24,2891,8747,870
2012-09-24,2912,3372,0
2012-09-24,2938,4931,0
2012-09-24,2945,1232,120
2012-09-24,3147,452,40
2012-09-24,3164,2481,240
2012-09-24,3223,4910,0
2012-09-24,3242,5044,0
2012-09-24,3379,377,0
2012-09-24,3459,549,50
2012-09-24,3718,4745,470
2012-09-24,3752,245,20
2012-09-24,3816,1558,150
2012-09-24,3835,1924,190
2012-09-24,3866,794,0
2012-09-24,3949,1996,0
2012-09-24,3989,5482,540
2012-09-24,4002,7475,740
2012-09-24,4023,2847,280
2012-09-24,4067,548,50
2012-09-24,4080,2385,230
2012-09-24,4156,2463,0
2012-09-24,4342,1786,170
2012-09-24,4386,5701,570
2012-09-24,4392,618,60
2012-09-24,4439,4342,0
2012-09-24,4463,9892,980
2012-09-24,4498,1814,180
2012-09-24,4503,2377,230
2012-09-24,4533,1507,150
2012-09-24,4597,1395,130
2012-09-24,4605,2353,230
2012-09-24,4646,43,0
2012-09-24,4654,2977,290
2012-09-24,4687,1833,180
2012-09-24,4790,3816,380
2012-09-24,4809,3952,0
2012-09-24,4820,1388,0
2012-09-24,4830,1952,190
2012-09-24,4837,1535,150
2012-09-24,4865,3255,0
2012-09-24,4998,1359,130
2012-09-24,5004,5275,0
2012-09-24,5127,2290,0
2012-09-24,5141,2008,0
2012-09-24,5158,3369,330
2012-09-24,5202,2383,230
2012-09-24,5246,2765,0
2012-09-24,5308,425,40
2012-09-24,5328,424,40
2012-09-24,5330,5840,580
2012-09-24,5440,4292,420
2012-09-24,5457,575,50
2012-09-24,5493,2420,0
2012-09-24,5581,408,40
2012-09-24,5585,1970,190
2012-09-24,5595,1872,0
2012-09-24,5737,1756,170
2012-09-24,5747,6150,0
2012-09-24,5819,5140,510
2012-09-24,5842,2290,0
2012-09-24,5933,3823,0
2012-09-24,5997,1034,0
2012-09-24,6084,8521,850
2012-09-24,6136,5596,550
2012-09-24,6152,2171,0
2012-09-24,6186,1078,100
2012-09-24,6192,4667,0
2012-09-24,6208,2370,230
2012-09-24,6257,1232,120
2012-09-24,6259,3142,0
2012-09-24,6302,2149,0
2012-09-24,6325,2361,230
2012-09-24,6350,1710,170
2012-09-24,6377,3260,320
2012-09-24,6407,1178,110
2012-09-24,6439,9532,950
2012-09-24,6533,3978,390
2012-09-24,6594,1748,0
2012-09-24,6635,1199,110
2012-09-24,6673,8495,0
2012-09-24,6734,2373,0
2012-09-24,6767,2739,0
2012-09-24,6896,7790,770
2012-09-24,6959,569,0
2012-09-24,6980,1070,100
2012-09-24,7096,3761,0
2012-09-24,7149,4302,0
2012-09-24,7179,2281,0
2012-09-24,7239,1653,160
2012-09-24,7317,2133,0
2012-09-24,7342,4233,420
2012-09-25,111,5392,0
2012-09-25,128,1427,140
2012-09-25,141,4434,440
2012-09-25,145,1501,150
2012-09-25,155,2167,210
2012-09-25,218,4998,0
2012-09-25,307,1831,0
2012-09-25,343,1927,0
2012-09-25,360,10837,0
2012-09-25,400,2332,0
2012-09-25,467,4418,440
2012-09-25,483,2764,270
2012-09-25,584,5629,0
2012-09-25,627,4217,0
2012-09-25,646,5296,0
2012-09-25,649,3258,320
2012-09-25,715,0,0
2012-09-25,778,1499,140
2012-09-25,819,3038,300
2012-09-25,825,1945,190
2012-09-25,965,1222,120
2012-09-25,984,1339,0
2012-09-25,988,3627,0
2012-09-25,1089,1161,110
2012-09-25,1224,2046,200
2012-09-25,1250,1317,0
2012-09-25,1301,2623,0
2012-09-25,1330,3367,0
2012-09-25,1454,2178,210
2012-09-25,1455,1135,110
2012-09-25,1468,1263,0
2012-09-25,1564,4171,410
2012-09-25,1586,1840,0
2012-09-25,1658,4785,0
2012-09-25,1690,1958,0
2012-09-25,1889,631,0
2012-09-25,2151,1012,100
2012-09-25,2178,2041,0
2012-09-25,2191,2386,0
2012-09-25,2202,1202,120
2012-09-25,2217,344,0
2012-09-25,2285,2541,250
2012-09-25,2288,2683,0
2012-09-25,2310,2855,0
2012-09-25,2316,3127,0
2012-09-25,2376,776,70
2012-09-25,2390,8113,810
2012-09-25,2403,2140,0
2012-09-25,2424,2414,240
2012-09-25,2443,727,0
2012-09-25,2496,741,0
2012-09-25,2514,7684,-4290
2012-09-25,2515,3133,310
2012-09-25,2553,1789,170
2012-09-25,2588,3906,390
2012-09-25,2614,9297,920
2012-09-25,2665,3201,320
2012-09-25,2729,3609,360
2012-09-25,2744,4167,410
2012-09-25,2799,3684,0
2012-09-25,3012,1961,190
2012-09-25,3030,2420,240
2012-09-25,3127,1765,170
2012-09-25,3155,1709,0
2012-09-25,3163,1348,0
2012-09-25,3176,1378,0
2012-09-25,3229,3027,300
2012-09-25,3240,266,0
2012-09-25,3258,6006,600
2012-09-25,3452,2154,0
2012-09-25,3516,1185,0
2012-09-25,3551,3576,350
2012-09-25,3557,4637,0
2012-09-25,3632,11040,1100
2012-09-25,3657,3131,0
2012-09-25,3673,1834,0
2012-09-25,3710,4770,0
2012-09-25,3715,1134,0
2012-09-25,3735,816,0
2012-09-25,3752,3410,340
2012-09-25,3778,7341,0
2012-09-25,3869,991,90
2012-09-25,3899,1762,170
2012-09-25,3957,1318,0
2012-09-25,4046,5949,590
2012-09-25,4102,4108,410
2012-09-25,4124,722,0
2012-09-25,4142,972,0
2012-09-25,4156,1916,0
2012-09-25,4294,9486,940
2012-09-25,4299,606,60
2012-09-25,4302,1869,180
2012-09-25,4383,2122,210
2012-09-25,4385,4688,0
2012-09-25,4466,0,0
2012-09-25,4478,2452,0
2012-09-25,4601,5106,510
2012-09-25,4667,9140,910
2012-09-25,4693,3792,370
2012-09-25,4697,3369,330
2012-09-25,4725,2425,240
2012-09-25,4748,1744,0
2012-09-25,4792,1140,0
2012-09-25,4832,1156,110
2012-09-25,4877,4736,0
2012-09-25,4926,1206,0
2012-09-25,4928,5609,560
2012-09-25,4990,8714,0
2012-09-25,5027,928,90
2012-09-25,5036,5427,0
2012-09-25,5075,4089,0
2012-09-25,5109,1541,0
2012-09-25,5156,1316,130
2012-09-25,5157,5005,0
2012-09-25,5170,1483,140
2012-09-25,5179,2612,260
2012-09-25,5200,10437,0
2012-09-25,5230,2988,290
2012-09-25,5268,1774,0
2012-09-25,5332,3080,0
2012-09-25,5359,0,0
2012-09-25,5493,1765,0
2012-09-25,5512,4102,0
2012-09-25,5592,1783,0
2012-09-25,5635,3717,370
2012-09-25,5732,399,0
2012-09-25,5737,2474,240
2012-09-25,5750,7812,780
2012-09-25,5780,1052,0
2012-09-25,5817,2590,0
2012-09-25,5842,2802,0
2012-09-25,5953,798,70
2012-09-25,6048,924,90
2012-09-25,6061,2357,230
2012-09-25,6099,2477,0
2012-09-25,6105,2921,290
2012-09-25,6228,4282,420
2012-09-25,6272,1158,0
2012-09-25,6362,7438,0
2012-09-25,6383,4432,0
2012-09-25,6407,833,80
2012-09-25,6434,3031,300
2012-09-25,6513,3897,0
2012-09-25,6521,8800,880
2012-09-25,6537,1435,0
2012-09-25,6589,2375,230
2012-09-25,6619,5629,0
2012-09-25,6641,4025,400
2012-09-25,6764,3643,0
2012-09-25,6801,1668,160
2012-09-25,6833,1885,0
2012-09-25,6890,4034,400
2012-09-25,6907,1670,160
2012-09-25,6970,2268,0
2012-09-25,7048,6995,0
2012-09-25,7058,1994,190
2012-09-25,7160,4311,430
2012-09-25,7209,5633,560
2012-09-25,7261,2615,0
2012-09-25,7343,3791,370
2012-09-26,13,4513,0
2012-09-26,131,336,0
2012-09-26,257,4415,440
2012-09-26,274,3134,0
2012-09-26,333,574,0
2012-09-26,393,0,0
2012-09-26,452,2517,0
2012-09-26,481,1635,160
2012-09-26,522,3197,310
2012-09-26,547,1993,190
2012-09-26,636,4289,420
2012-09-26,702,1536,0
2012-09-26,713,3300,330
2012-09-26,734,4248,420
2012-09-26,792,0,0
2012-09-26,867,5731,0
2012-09-26,933,974,90
2012-09-26,941,4112,410
2012-09-26,1004,3880,380
2012-09-26,1034,3083,300
2012-09-26,1052,1963,0
2012-09-26,1070,630,60
2012-09-26,1081,6773,0
2012-09-26,1085,1432,0
2012-09-26,1237,629,60
2012-09-26,1245,97,0
2012-09-26,1257,2085,200
2012-09-26,1373,2647,0
2012-09-26,1401,1118,0
2012-09-26,1439,7481,0
2012-09-26,1442,0,0
2012-09-26,1455,1836,180
2012-09-26,1460,2210,0
2012-09-26,1523,547,50
2012-09-26,1577,1561,-4900
2012-09-26,1605,6515,0
2012-09-26,1709,3182,0
2012-09-26,1736,9477,0
2012-09-26,1852,2644,260
2012-09-26,1883,2561,250
2012-09-26,1929,2802,0
2012-09-26,1935,4464,440
2012-09-26,2024,992,90
2012-09-26,2045,680,60
2012-09-26,2073,3528,0
2012-09-26,2153,2298,0
2012-09-26,2254,4741,470
2012-09-26,2259,152,0
2012-09-26,2341,7045,-4350
2012-09-26,2443,286,0
2012-09-26,2506,2212,0
2012-09-26,2582,1155,0
2012-09-26,2586,1054,0
2012-09-26,2720,1470,140
2012-09-26,2736,4584,0
2012-09-26,2856,2425,240
2012-09-26,2862,3890,0
2012-09-26,2973,8192,810
2012-09-26,2992,4724,0
2012-09-26,3117,2102,0
2012-09-26,3345,2806,0
2012-09-26,3402,3413,0
2012-09-26,3410,358,0
2012-09-26,3494,2420,0
2012-09-26,3683,523,0
2012-09-26,3698,471,0
2012-09-26,3753,5089,500
2012-09-26,3792,2952,0
2012-09-26,3797,3691,360
2012-09-26,3852,3229,0
2012-09-26,3913,1909,0
2012-09-26,3989,5215,520
2012-09-26,4024,356,30
2012-09-26,4031,1186,110
2012-09-26,4069,2613,260
2012-09-26,4105,2337,230
2012-09-26,4314,4087,400
2012-09-26,4350,1652,0
2012-09-26,4362,3155,310
2012-09-26,4379,2831,280
2012-09-26,4427,5798,570
2012-09-26,4450,1193,0
2012-09-26,4512,1514,150
2012-09-26,4533,2377,230
2012-09-26,4597,2188,210
2012-09-26,4605,2919,290
2012-09-26,4635,10933,1090
2012-09-26,4637,4005,0
2012-09-26,4669,1162,110
2012-09-26,4750,9321,930
2012-09-26,4792,1492,0
2012-09-26,4830,2302,230
2012-09-26,4839,4892,480
2012-09-26,4869,1764,0
2012-09-26,5029,1216,120
2012-09-26,5126,3477,0
2012-09-26,5133,1310,130
2012-09-26,5179,2713,270
2012-09-26,5225,916,90
2012-09-26,5239,1059,0
2012-09-26,5335,2356,0
2012-09-26,5374,1451,140
2012-09-26,5375,0,0
2012-09-26,5414,2433,0
2012-09-26,5515,639,0
2012-09-26,5572,5522,550
2012-09-26,5592,1899,0
2012-09-26,5599,0,0
2012-09-26,5630,4595,0
2012-09-26,5750,8385,-4220
2012-09-26,5811,6572,0
2012-09-26,5919,8948,0
2012-09-26,5955,1278,120
2012-09-26,5968,1829,180
2012-09-26,6027,1383,130
2012-09-26,6207,1085,0
2012-09-26,6317,1191,110
2012-09-26,6402,3334,330
2012-09-26,6416,1669,160
2012-09-26,6461,1456,0
2012-09-26,6635,1950,190
2012-09-26,6649,12841,1280
2012-09-26,6839,3343,330
2012-09-26,6890,2500,250
2012-09-26,6899,521,0
2012-09-26,6959,1915,0
2012-09-26,6976,1546,0
2012-09-26,6980,474,40
2012-09-26,7069,4278,0
2012-09-26,7091,2617,260
2012-09-26,7107,2522,250
2012-09-26,7226,2125,210
2012-09-26,7244,2364,230
2012-09-26,7272,5286,0
2012-09-26,7288,1640,0
2012-09-26,7347,4769,0
2012-09-26,7352,1034,100
2012-09-26,7390,505,0
2012-09-27,6,2845,280
2012-09-27,14,5764,570
2012-09-27,27,2462,0
2012-09-27,70,1762,170
2012-09-27,72,1477,0
2012-09-27,102,3491,340
2012-09-27,145,1361,130
2012-09-27,155,3722,370
2012-09-27,160,1860,180
2012-09-27,209,10481,0
2012-09-27,216,2876,-4770
2012-09-27,225,8227,820
2012-09-27,291,2626,260
2012-09-27,444,283,0
2012-09-27,455,3556,350
2012-09-27,506,3298,0
2012-09-27,538,3122,310
2012-09-27,549,3022,300
2012-09-27,570,1354,0
2012-09-27,718,4315,430
2012-09-27,741,1797,0
2012-09-27,784,8135,0
2012-09-27,825,3096,300
2012-09-27,829,1758,170
2012-09-27,867,5263,0
2012-09-27,907,0,0
2012-09-27,923,4834,480
2012-09-27,946,886,0
2012-09-27,950,1038,0
2012-09-27,983,2037,200
2012-09-27,1004,3304,330
2012-09-27,1045,4431,440
2012-09-27,1197,1865,0
2012-09-27,1203,2177,0
2012-09-27,1257,2962,290
2012-09-27,1321,2483,-4810
2012-09-27,1347,1180,110
2012-09-27,1396,2237,0
2012-09-27,1406,3498,340
2012-09-27,1423,2781,270
2012-09-27,1454,1575,150
2012-09-27,1498,1638,0
2012-09-27,1557,3348,-4720
2012-09-27,1565,3100,0
2012-09-27,1584,4152,410
2012-09-27,1595,1263,120
2012-09-27,1623,1535,150
2012-09-27,1652,1729,170
2012-09-27,1736,9385,0
2012-09-27,1808,2975,290
2012-09-27,1817,2189,210
2012-09-27,1818,698,60
2012-09-27,1859,1164,110
2012-09-27,1862,1120,0
2012-09-27,1889,486,0
2012-09-27,1914,2238,220
2012-09-27,1981,2698,260
2012-09-27,1982,424,40
2012-09-27,2055,3958,390
2012-09-27,2056,1231,120
2012-09-27,2081,1948,190
2012-09-27,2097,3132,310
2012-09-27,2148,1007,100
2012-09-27,2321,1389,130
2012-09-27,2355,6039,-4450
2012-09-27,2390,5462,540
2012-09-27,2400,5997,590
2012-09-27,2423,2018,0
2012-09-27,2508,4739,470
2012-09-27,2543,754,70
2012-09-27,2563,9872,980
2012-09-27,2687,4431,440
2012-09-27,2738,2400,0
2012-09-27,2753,2349,230
2012-09-27,2957,3763,370
2012-09-27,2973,6973,690
2012-09-27,3012,2083,200
2012-09-27,3080,4979,490
2012-09-27,3118,1713,170
2012-09-27,3134,2379,230
2012-09-27,3216,2359,0
2012-09-27,3252,7584,750
2012-09-27,3297,1269,120
2012-09-27,3391,1379,130
2012-09-27,3438,3244,320
2012-09-27,3493,1838,0
2012-09-27,3516,454,0
2012-09-27,3525,900,0
2012-09-27,3628,388,0
2012-09-27,3636,4141,410
2012-09-27,3686,1870,0
2012-09-27,3742,4363,0
2012-09-27,3753,5648,560
2012-09-27,3882,1580,150
2012-09-27,3895,1176,110
2012-09-27,3899,2774,270
2012-09-27,3984,6103,610
2012-09-27,4069,3044,300
2012-09-27,4306,1138,110
2012-09-27,4327,4252,0
2012-09-27,4414,6230,0
2012-09-27,4417,2825,0
2012-09-27,4449,9095,900
2012-09-27,4464,3486,0
2012-09-27,4537,4723,470
2012-09-27,4588,1835,180
2012-09-27,4644,3504,350
2012-09-27,4753,11672,1160
2012-09-27,4790,3756,370
2012-09-27,4865,1298,0
2012-09-27,4942,5080,0
2012-09-27,4950,5983,0
2012-09-27,5018,1182,0
2012-09-27,5109,1919,0
2012-09-27,5200,8694,0
2012-09-27,5440,3858,380
2012-09-27,5460,1816,0
2012-09-27,5565,2929,0
2012-09-27,5585,355,30
2012-09-27,5639,1360,130
2012-09-27,5648,678,60
2012-09-27,5679,2243,0
2012-09-27,5705,5552,550
2012-09-27,5732,151,0
2012-09-27,5762,2611,0
2012-09-27,5785,2346,0
2012-09-27,5842,2242,0
2012-09-27,5901,2899,280
2012-09-27,6016,4440,-4610
2012-09-27,6045,1518,0
2012-09-27,6176,2151,0
2012-09-27,6238,4472,0
2012-09-27,6432,5565,550
2012-09-27,6439,8798,870
2012-09-27,6494,639,60
2012-09-27,6541,738,70
2012-09-27,6756,246,0
2012-09-27,6825,5090,0
2012-09-27,6955,1190,0
2012-09-27,7171,10,0
2012-09-27,7276,1935,0
2012-09-27,7339,100,0
2012-09-27,7366,5454,540
2012-09-27,7421,5975,590
2012-09-28,68,1226,0
2012-09-28,141,4119,410
2012-09-28,190,4296,420
2012-09-28,236,2039,200
2012-09-28,307,2191,0
2012-09-28,390,3060,0
2012-09-28,412,1168,0
2012-09-28,420,2082,200
2012-09-28,482,4696,0
2012-09-28,487,1428,0
2012-09-28,495,2574,0
2012-09-28,536,9682,960
2012-09-28,549,2793,270
2012-09-28,623,2323,230
2012-09-28,637,4583,450
2012-09-28,659,1630,0
2012-09-28,706,847,80
2012-09-28,819,3998,390
2012-09-28,871,2083,200
2012-09-28,923,5401,540
2012-09-28,926,2324,0
2012-09-28,956,3637,0
2012-09-28,963,1135,0
2012-09-28,1004,3930,390
2012-09-28,1052,771,0
2012-09-28,1076,1963,190
2012-09-28,1109,6291,620
2012-09-28,1283,1875,180
2012-09-28,1373,2243,0
2012-09-28,1523,1571,150
2012-09-28,1605,6162,0
2012-09-28,1687,6346,630
2012-09-28,1688,3804,0
2012-09-28,1801,2911,290
2012-09-28,1878,820,0
2012-09-28,1896,7326,0
2012-09-28,2099,3965,0
2012-09-28,2112,923,90
2012-09-28,2160,1451,140
2012-09-28,2215,2018,0
2012-09-28,2230,3059,300
2012-09-28,2244,7540,0
2012-09-28,2254,6121,610
2012-09-28,2403,1447,0
2012-09-28,2424,4220,-4630
2012-09-28,2430,807,0
2012-09-28,2511,6164,0
2012-09-28,2543,325,30
2012-09-28,2564,269,20
2012-09-28,2611,4532,0
2012-09-28,2665,3308,330
2012-09-28,2734,202,0
2012-09-28,2764,190,0
2012-09-28,2769,4611,0
2012-09-28,2814,0,0
2012-09-28,2901,438,40
2012-09-28,2957,3984,390
2012-09-28,2962,4133,0
2012-09-28,3012,2107,210
2012-09-28,3025,2843,280
2012-09-28,3046,1711,170
2012-09-28,3082,1912,190
2012-09-28,3096,5041,500
2012-09-28,3183,1095,100
2012-09-28,3188,582,50
2012-09-28,3275,519,50
2012-09-28,3334,10027,1000
2012-09-28,3419,2347,0
2012-09-28,3421,2526,0
2012-09-28,3456,986,0
2012-09-28,3473,2184,0
2012-09-28,3483,989,90
2012-09-28,3562,1281,120
2012-09-28,3596,758,70
2012-09-28,3634,2597,250
2012-09-28,3638,1638,160
2012-09-28,3655,490,40
2012-09-28,3715,498,0
2012-09-28,3720,129,0
2012-09-28,3734,1943,190
2012-09-28,3816,947,90
2012-09-28,3858,3216,0
2012-09-28,3870,1625,160
2012-09-28,3887,1372,130
2012-09-28,3989,5293,-4530
2012-09-28,4002,8614,860
2012-09-28,4102,4854,480
2012-09-28,4145,2519,0
2012-09-28,4179,7590,0
2012-09-28,4218,1267,120
2012-09-28,4447,2687,260
2012-09-28,4498,2385,230
2012-09-28,4599,2088,0
2012-09-28,4654,3217,320
2012-09-28,4728,2270,220
2012-09-28,4736,1719,170
2012-09-28,5192,3033,300
2012-09-28,5232,1088,0
2012-09-28,5266,11200,1120
2012-09-28,5356,1599,0
2012-09-28,5359,1226,0
2012-09-28,5596,2402,0
2012-09-28,5727,3482,340
2012-09-28,5737,2969,290
2012-09-28,5781,1347,130
2012-09-28,5820,1362,130
2012-09-28,5825,2226,220
2012-09-28,5858,1508,0
2012-09-28,5912,2466,240
2012-09-28,5924,825,0
2012-09-28,6164,11725,1170
2012-09-28,6222,1244,0
2012-09-28,6324,7239,0
2012-09-28,6354,1077,100
2012-09-28,6388,2302,230
2012-09-28,6405,956,90
2012-09-28,6439,7928,-4260
2012-09-28,6451,2712,0
2012-09-28,6508,2920,290
2012-09-28,6589,2101,210
2012-09-28,6664,1730,170
2012-09-28,6749,4270,0
2012-09-28,6801,1865,180
2012-09-28,6818,2784,270
2012-09-28,6897,996,90
2012-09-28,6956,5743,570
2012-09-28,7034,560,0
2012-09-28,7057,3476,0
2012-09-28,7062,1462,0
2012-09-28,7091,3395,330
2012-09-28,7170,2455,0
2012-09-28,7283,891,80
2012-09-28,7292,670,60
2012-09-28,7377,4363,430
2012-09-28,7421,5883,580
2012-09-28,7459,0,0
2012-09-29,6,2970,290
2012-09-29,56,6120,610
2012-09-29,132,2319,0
2012-09-29,139,2681,260
2012-09-29,168,0,0
2012-09-29,211,1342,130
2012-09-29,225,7796,770
2012-09-29,310,7894,780
2012-09-29,318,2310,230
2012-09-29,434,3796,370
2012-09-29,477,1917,190
2012-09-29,540,1083,100
2012-09-29,545,1991,190
2012-09-29,622,1090,0
2012-09-29,673,3720,0
2012-09-29,825,2130,210
2012-09-29,856,253,0
2012-09-29,867,4888,0
2012-09-29,917,3947,0
2012-09-29,941,3861,380
2012-09-29,960,1145,110
2012-09-29,969,5290,520
2012-09-29,988,4047,0
2012-09-29,1006,1943,0
2012-09-29,1091,3973,390
2012-09-29,1193,3887,380
2012-09-29,1260,3322,0
2012-09-29,1376,1653,0
2012-09-29,1455,974,90
2012-09-29,1533,1876,180
2012-09-29,1547,832,80
2012-09-29,1564,4648,460
2012-09-29,1627,2561,250
2012-09-29,1666,2455,0
2012-09-29,1685,2214,220
2012-09-29,1745,2184,0
2012-09-29,1765,1220,120
2012-09-29,1852,2871,280
2012-09-29,1911,4274,420
2012-09-29,1914,1747,170
2012-09-29,2024,822,80
2012-09-29,2097,3027,300
2012-09-29,2172,3434,0
2012-09-29,2191,2020,0
2012-09-29,2341,7541,750
2012-09-29,2514,7941,790
2012-09-29,2603,990,90
2012-09-29,2649,1067,0
2012-09-29,2657,1551,0
2012-09-29,2665,3038,300
2012-09-29,2666,2608,0
2012-09-29,2684,1348,0
2012-09-29,2714,1687,160
2012-09-29,2766,2764,270
2012-09-29,2810,734,70
2012-09-29,2914,5191,510
2012-09-29,2951,1170,110
2012-09-29,3003,0,0
2012-09-29,3013,4280,420
2012-09-29,3017,4107,410
2012-09-29,3026,3016,0
2012-09-29,3041,917,90
2012-09-29,3089,1703,170
2012-09-29,3223,7268,0
2012-09-29,3309,1718,170
2012-09-29,3323,6909,690
2012-09-29,3334,8789,870
2012-09-29,3335,1347,0
2012-09-29,3381,1894,180
2012-09-29,3419,2013,0
2012-09-29,3431,1814,0
2012-09-29,3450,1849,180
2012-09-29,3489,4059,0
2012-09-29,3491,163,10
2012-09-29,3516,584,0
2012-09-29,3525,0,0
2012-09-29,3602,399,0
2012-09-29,3611,1557,0
2012-09-29,3627,5410,540
2012-09-29,3643,5163,510
2012-09-29,3698,2111,0
2012-09-29,3759,4866,480
2012-09-29,3792,3995,0
2012-09-29,3807,2432,0
2012-09-29,3816,1636,160
2012-09-29,3865,2123,0
2012-09-29,3874,3745,370
2012-09-29,3945,6144,610
2012-09-29,4080,3241,320
2012-09-29,4184,1518,150
2012-09-29,4204,1716,0
2012-09-29,4218,1984,190
2012-09-29,4243,3506,0
