id,signup_date,loyalty,location,gender,age,favorite_movie_line,number_of_purchases,value_of_purchases,total_standard_points,total_points_redeemed
2163,2012-03-19,control,,A,young,"Wait a minute, wait a minute.  You ain't heard nothin' yet!",,,,
2164,2012-03-19,control,NYC,,,,,,,
2165,2012-03-19,enrolled,,B,,"After all, tomorrow is another day!",,,,
2166,2012-03-19,enrolled,,,,,,,,
2167,2012-03-19,control,LA,C,oldish,,,,,
2168,2012-03-19,enrolled,,,youthful,,,,,
2169,2012-03-19,control,,,,,,,,
2170,2012-03-19,enrolled,LA,,,,,,,
2171,2012-03-19,control,SF,B,oldish,Attica! Attica!,,,,
2172,2012-03-19,control,LA,,,A census taker once tried to test me. I ate his liver with some fava beans and a nice Chianti.,,,,
2173,2012-03-19,enrolled,NYC,B,oldish,,,,,
2174,2012-03-19,control,,A,,,,,,
2175,2012-03-19,enrolled,,,,"Frankly, my dear, I don't give a damn.",,,,
2176,2012-03-19,control,SF,,,,,,,
2177,2012-03-19,control,SF,B,,"Frankly, my dear, I don't give a damn.",,,,
2178,2012-03-19,control,NYC,C,,A boy's best friend is his mother.,,,,
2179,2012-03-19,control,,,oldish,Love means never having to say you're sorry.,,,,
2180,2012-03-19,control,,C,young,We rob banks.,,,,
2181,2012-03-19,enrolled,,,,,,,,
2182,2012-03-20,enrolled,NYC,D,youthful,,,,,
2183,2012-03-20,enrolled,SF,D,young,"Take your stinking paws off me, you damned dirty ape.",,,,
2184,2012-03-20,control,SF,B,,A boy's best friend is his mother.,,,,
2185,2012-03-20,enrolled,,,,,,,,
2186,2012-03-20,control,NYC,,,,,,,
2187,2012-03-20,control,SF,C,youthful,,,,,
2188,2012-03-20,control,SF,B,,"Cinderella story.  Outta nowhere.  A former greenskeeper, now, about to  become the Masters champion.  It looks like a mirac...It's in the hole!  It's in the hole!  It's in the hole!",,,,
2189,2012-03-20,enrolled,,,oldish,,,,,
2190,2012-03-20,enrolled,SF,,young,You're gonna need a bigger boat.,,,,
2191,2012-03-20,control,,A,,"If you build it, he will come.",,,,
2192,2012-03-20,enrolled,NYC,D,,Who's on first.,,,,
2193,2012-03-20,enrolled,,A,young,,,,,
2194,2012-03-20,control,SF,,young,"You've got to ask yourself one question: 'Do I feel lucky?' Well, do ya, punk?",,,,
2195,2012-03-20,enrolled,NYC,C,wise,,,,,
2196,2012-03-20,enrolled,,,,,,,,
2197,2012-03-21,enrolled,,C,,,,,,
2198,2012-03-21,control,SF,,oldish,"Go ahead, make my day.",,,,
2199,2012-03-21,enrolled,,,youthful,We rob banks.,,,,
2200,2012-03-21,control,,,oldish,"Today, I consider myself the luckiest man on the face of the earth.",,,,
2201,2012-03-21,enrolled,,,young,I feel the need - the need for speed!,,,,
2202,2012-03-21,enrolled,,D,young,,,,,
2203,2012-03-21,enrolled,,,youthful,,,,,
2204,2012-03-21,control,,A,,,,,,
2205,2012-03-21,enrolled,NYC,,oldish,,,,,
2206,2012-03-21,enrolled,,B,youthful,,,,,
2207,2012-03-21,control,NYC,B,youthful,,,,,
2208,2012-03-21,control,,A,young,"Well, here's another nice mess you've gotten me into!",,,,
2209,2012-03-21,control,SF,A,oldish,,,,,
2210,2012-03-21,control,,B,,,,,,
2211,2012-03-21,enrolled,,C,youthful,"I'm as mad as hell, and I'm not going to take this anymore!",,,,
2212,2012-03-21,enrolled,,,,,,,,
2213,2012-03-21,enrolled,LA,,oldish,We rob banks.,,,,
2214,2012-03-21,enrolled,,D,,"After all, tomorrow is another day!",,,,
2215,2012-03-21,control,NYC,,oldish,"Here's looking at you, kid.",,,,
2216,2012-03-21,enrolled,LA,B,,,,,,
2217,2012-03-21,control,,,young,Soylent Green is people!,,,,
2218,2012-03-21,control,,,,,,,,
2219,2012-03-21,enrolled,LA,,,I love the smell of napalm in the morning. ,,,,
2220,2012-03-21,control,LA,C,,I'll be back.,,,,
2221,2012-03-21,control,NYC,B,,,,,,
2222,2012-03-22,control,LA,B,wise,,,,,
2223,2012-03-22,control,,C,,We rob banks.,,,,
2224,2012-03-22,enrolled,,B,wise,,,,,
2225,2012-03-22,control,NYC,D,youthful,"Stella!  Hey, Stella!",,,,
2226,2012-03-22,enrolled,SF,,,"Yo, Adrian!",,,,
2227,2012-03-22,enrolled,,A,young,,,,,
2228,2012-03-22,control,,C,wise,,,,,
2229,2012-03-22,control,SF,B,wise,,,,,
2230,2012-03-22,enrolled,,C,,"Go ahead, make my day.",,,,
2231,2012-03-22,control,NYC,A,,,,,,
2232,2012-03-22,control,,B,,Rosebud.,,,,
2233,2012-03-22,control,LA,D,,,,,,
2234,2012-03-22,control,NYC,,wise,"I'm as mad as hell, and I'm not going to take this anymore!",,,,
2235,2012-03-22,enrolled,,A,,"Mother of mercy, is this the end of Rico?",,,,
2236,2012-03-22,enrolled,NYC,,,"Take your stinking paws off me, you damned dirty ape.",,,,
2237,2012-03-22,enrolled,,B,young,A census taker once tried to test me. I ate his liver with some fava beans and a nice Chianti.,,,,
2238,2012-03-22,enrolled,,B,,"Say ""hello"" to my little friend!",,,,
2239,2012-03-22,enrolled,,B,young,My precious.,,,,
2240,2012-03-22,enrolled,,A,,,,,,
2241,2012-03-22,enrolled,NYC,,,"Play it, Sam.  Play 'As Time Goes By.'",,,,
2242,2012-03-22,control,,,youthful,,,,,
2243,2012-03-22,enrolled,LA,A,young,"If you build it, he will come.",,,,
2244,2012-03-22,control,LA,D,,There's no place like home. ,,,,
2245,2012-03-22,control,SF,A,,"Take your stinking paws off me, you damned dirty ape.",,,,
2246,2012-03-22,enrolled,LA,D,oldish,"As God is my witness, I'll never be hungry again.",,,,
2247,2012-03-22,control,LA,,young,,,,,
2248,2012-03-22,control,LA,D,young,"Say ""hello"" to my little friend!",,,,
2249,2012-03-22,enrolled,SF,,,,,,,
2250,2012-03-22,enrolled,LA,,youthful,Listen to them.  Children of the night.  What music they make.,,,,
2251,2012-03-22,enrolled,,B,,"Open the pod bay doors, HAL.",,,,
2252,2012-03-22,enrolled,SF,,oldish,"Wait a minute, wait a minute.  You ain't heard nothin' yet!",,,,
2253,2012-03-22,control,SF,A,,,,,,
2254,2012-03-23,enrolled,,,youthful,,,,,
2255,2012-03-23,enrolled,,,oldish,"I'll get you, my pretty, and your little dog, too!",,,,
2256,2012-03-23,enrolled,SF,,oldish,What we've got here is failure to communicate.,,,,
2257,2012-03-23,enrolled,SF,,,,,,,
2258,2012-03-23,control,,,,"You don't understand!  I coulda had class. I coulda been a contender. I could've been somebody, instead of a bum, which is what I am.",,,,
2259,2012-03-23,control,NYC,,,"I'm as mad as hell, and I'm not going to take this anymore!",,,,
2260,2012-03-23,enrolled,NYC,,,,,,,
2261,2012-03-23,control,LA,,youthful,It's alive!  It's alive!,,,,
2262,2012-03-23,control,LA,,youthful,A census taker once tried to test me. I ate his liver with some fava beans and a nice Chianti.,,,,
2263,2012-03-23,control,,,,Love means never having to say you're sorry.,,,,
2264,2012-03-23,control,SF,,youthful,,,,,
2265,2012-03-23,control,SF,,,"Well, nobody's perfect.",,,,
2266,2012-03-23,control,,C,wise,,,,,
2267,2012-03-23,enrolled,,D,,,,,,
2268,2012-03-23,enrolled,LA,,youthful,"Keep your friends close, but your enemies closer.",,,,
2269,2012-03-23,enrolled,LA,,youthful,They call me Mister Tibbs!,,,,
2270,2012-03-23,enrolled,,,,What we've got here is failure to communicate.,,,,
2271,2012-03-23,enrolled,LA,D,wise,A boy's best friend is his mother.,,,,
2272,2012-03-23,enrolled,NYC,,oldish,,,,,
2273,2012-03-23,enrolled,,,young,I have always depended on the kindness of strangers.,,,,
2274,2012-03-23,control,,,,We rob banks.,,,,
2275,2012-03-23,enrolled,,,wise,What we've got here is failure to communicate.,,,,
2276,2012-03-23,control,,,,It's alive!  It's alive!,,,,
2277,2012-03-23,enrolled,,,youthful,Love means never having to say you're sorry.,,,,
2278,2012-03-23,enrolled,NYC,B,,"Life is a banquet, and most poor suckers are starving to death!",,,,
2279,2012-03-24,control,,C,wise,,,,,
2280,2012-03-24,control,,A,youthful,"Mother of mercy, is this the end of Rico?",,,,
2281,2012-03-24,enrolled,,,,"Life is a banquet, and most poor suckers are starving to death!",,,,
2282,2012-03-24,control,NYC,C,,"Frankly, my dear, I don't give a damn.",,,,
2283,2012-03-24,enrolled,,,wise,We rob banks.,,,,
2284,2012-03-24,enrolled,NYC,,youthful,,,,,
2285,2012-03-24,enrolled,,B,oldish,"Hello, gorgeous.",,,,
2286,2012-03-24,control,,D,wise,,,,,
2287,2012-03-24,control,LA,A,,,,,,
2288,2012-03-24,control,NYC,,oldish,"Oh, no, it wasn't the airplanes. It was Beauty killed the Beast.",,,,
2289,2012-03-24,control,,,oldish,"Say ""hello"" to my little friend!",,,,
2290,2012-03-24,enrolled,LA,D,youthful,Soylent Green is people!,,,,
2291,2012-03-24,control,NYC,,youthful,"Life is a banquet, and most poor suckers are starving to death!",,,,
2292,2012-03-24,enrolled,LA,,,"Yo, Adrian!",,,,
2293,2012-03-24,control,SF,A,,"Frankly, my dear, I don't give a damn.",,,,
2294,2012-03-24,enrolled,SF,C,,Who's on first.,,,,
2295,2012-03-24,enrolled,SF,D,,,,,,
2296,2012-03-24,enrolled,,B,oldish,It's alive!  It's alive!,,,,
2297,2012-03-24,control,,D,,,,,,
2298,2012-03-24,enrolled,SF,C,,"Of all the gin joints in all the towns in all the world, she walks into mine.",,,,
2299,2012-03-24,enrolled,,,youthful,,,,,
2300,2012-03-24,enrolled,LA,C,youthful,My mother thanks you. My father thanks you. My sister thanks you. And I thank you.,,,,
2301,2012-03-24,control,LA,D,,,,,,
2302,2012-03-24,control,SF,,,,,,,
2303,2012-03-24,control,NYC,B,,,,,,
2304,2012-03-24,control,SF,D,wise,,,,,
2305,2012-03-24,enrolled,,A,oldish,Love means never having to say you're sorry.,,,,
2306,2012-03-24,control,,,,,,,,
2307,2012-03-24,control,LA,,wise,Who's on first.,,,,
2308,2012-03-24,enrolled,,B,,,,,,
2309,2012-03-24,control,,,,,,,,
2310,2012-03-24,control,LA,D,,,,,,
2311,2012-03-24,enrolled,,,oldish,A census taker once tried to test me. I ate his liver with some fava beans and a nice Chianti.,,,,
2312,2012-03-24,control,SF,,,,,,,
2313,2012-03-24,control,,,,,,,,
2314,2012-03-24,enrolled,NYC,A,oldish,,,,,
2315,2012-03-25,control,,,,,,,,
2316,2012-03-25,control,,,,,,,,
2317,2012-03-25,enrolled,LA,,youthful,,,,,
2318,2012-03-25,control,LA,A,young,,,,,
2319,2012-03-25,enrolled,NYC,D,,,,,,
2320,2012-03-25,enrolled,,D,,"Frankly, my dear, I don't give a damn.",,,,
2321,2012-03-25,enrolled,,B,wise,I am big!  It's the pictures that got small.,,,,
2322,2012-03-25,control,LA,,youthful,,,,,
2323,2012-03-25,control,LA,,,You can't handle the truth!,,,,
2324,2012-03-25,control,LA,A,youthful,"Frankly, my dear, I don't give a damn.",,,,
2325,2012-03-25,enrolled,,A,,"Go ahead, make my day.",,,,
2326,2012-03-25,control,,,,,,,,
2327,2012-03-25,enrolled,,,oldish,,,,,
2328,2012-03-25,control,SF,,,,,,,
2329,2012-03-25,enrolled,,,young,We rob banks.,,,,
2330,2012-03-25,control,LA,,wise,I am big!  It's the pictures that got small.,,,,
2331,2012-03-25,control,,,,"Frankly, my dear, I don't give a damn.",,,,
2332,2012-03-25,control,,D,,,,,,
2333,2012-03-25,control,,A,youthful,"Frankly, my dear, I don't give a damn.",,,,
2334,2012-03-25,enrolled,,,,"Houston, we have a problem.",,,,
2335,2012-03-25,control,NYC,C,,,,,,
2336,2012-03-25,enrolled,,,wise,"Here's looking at you, kid.",,,,
2337,2012-03-25,enrolled,,,,Rosebud.,,,,
2338,2012-03-25,control,SF,A,young,"As God is my witness, I'll never be hungry again.",,,,
2339,2012-03-25,enrolled,,,,"Life is a banquet, and most poor suckers are starving to death!",,,,
2340,2012-03-25,control,SF,,oldish,,,,,
2341,2012-03-25,enrolled,LA,,,,,,,
2342,2012-03-26,control,NYC,B,youthful,,,,,
2343,2012-03-26,control,SF,,,,,,,
2344,2012-03-26,enrolled,,C,,,,,,
2345,2012-03-26,enrolled,,,oldish,,,,,
2346,2012-03-26,enrolled,LA,C,oldish,,,,,
2347,2012-03-26,enrolled,,A,,Is it safe?,,,,
2348,2012-03-26,control,SF,A,,"Frankly, my dear, I don't give a damn.",,,,
2349,2012-03-26,enrolled,SF,,wise,Here's Johnny!,,,,
2350,2012-03-26,enrolled,,,wise,,,,,
2351,2012-03-26,enrolled,SF,,wise,Who's on first.,,,,
2352,2012-03-26,control,,D,,,,,,
2353,2012-03-26,enrolled,,D,,"You know how to whistle, don't you, Steve? You just put your lips together and blow.",,,,
2354,2012-03-26,control,NYC,,,I'm the king of the world!,,,,
2355,2012-03-26,enrolled,NYC,D,youthful,,,,,
2356,2012-03-26,enrolled,SF,,,I'll be back.,,,,
2357,2012-03-26,control,LA,,,,,,,
2358,2012-03-26,control,,,,Bond. James Bond.,,,,
2359,2012-03-26,enrolled,NYC,B,young,,,,,
2360,2012-03-26,enrolled,LA,,,,,,,
2361,2012-03-26,enrolled,NYC,B,,,,,,
2362,2012-03-26,enrolled,LA,C,,,,,,
2363,2012-03-26,control,,B,,Shane.  Shane.  Come back!,,,,
2364,2012-03-26,enrolled,,C,oldish,Why don't you come up sometime and see me?,,,,
2365,2012-03-26,control,,C,oldish,,,,,
2366,2012-03-26,enrolled,,B,,Snap out of it!,,,,
2367,2012-03-26,control,,C,oldish,,,,,
2368,2012-03-27,enrolled,SF,,wise,,,,,
2369,2012-03-27,control,,A,,,,,,
2370,2012-03-27,control,SF,A,,,,,,
2371,2012-03-27,enrolled,,C,young,,,,,
2372,2012-03-27,control,,,oldish,"Go ahead, make my day.",,,,
2373,2012-03-27,control,NYC,,,,,,,
2374,2012-03-27,enrolled,NYC,,oldish,,,,,
2375,2012-03-27,enrolled,SF,,wise,,,,,
2376,2012-03-27,enrolled,,,wise,,,,,
2377,2012-03-27,enrolled,LA,C,wise,,,,,
2378,2012-03-27,enrolled,,,,,,,,
2379,2012-03-27,control,SF,C,youthful,,,,,
2380,2012-03-27,enrolled,,,,A census taker once tried to test me. I ate his liver with some fava beans and a nice Chianti.,,,,
2381,2012-03-27,control,LA,,,,,,,
2382,2012-03-27,enrolled,,A,wise,,,,,
2383,2012-03-27,enrolled,,,young,"Hasta la vista, baby.",,,,
2384,2012-03-27,control,,A,youthful,"Hasta la vista, baby.",,,,
2385,2012-03-27,control,LA,A,,,,,,
2386,2012-03-27,enrolled,NYC,A,oldish,,,,,
2387,2012-03-27,control,,,wise,,,,,
2388,2012-03-27,enrolled,NYC,C,youthful,,,,,
2389,2012-03-27,enrolled,,,young,Show me the money!,,,,
2390,2012-03-27,enrolled,LA,,,"Of all the gin joints in all the towns in all the world, she walks into mine.",,,,
2391,2012-03-28,enrolled,,A,,,,,,
2392,2012-03-28,enrolled,NYC,B,wise,,,,,
2393,2012-03-28,enrolled,,,oldish,"After all, tomorrow is another day!",,,,
2394,2012-03-28,control,NYC,C,,,,,,
2395,2012-03-28,enrolled,LA,A,wise,"Life is a banquet, and most poor suckers are starving to death!",,,,
2396,2012-03-28,enrolled,SF,A,,,,,,
2397,2012-03-28,enrolled,,A,,,,,,
2398,2012-03-28,enrolled,,,,,,,,
2399,2012-03-28,control,,C,,,,,,
2400,2012-03-28,enrolled,LA,D,oldish,"Say ""hello"" to my little friend!",,,,
2401,2012-03-28,enrolled,NYC,C,wise,What we've got here is failure to communicate.,,,,
2402,2012-03-28,control,,,young,,,,,
2403,2012-03-28,control,,C,oldish,My precious.,,,,
2404,2012-03-28,control,NYC,C,,We rob banks.,,,,
2405,2012-03-28,enrolled,,,,Love means never having to say you're sorry.,,,,
2406,2012-03-28,enrolled,,,,"I'm as mad as hell, and I'm not going to take this anymore!",,,,
2407,2012-03-28,enrolled,,D,youthful,"Life is a banquet, and most poor suckers are starving to death!",,,,
2408,2012-03-28,enrolled,,,,,,,,
2409,2012-03-28,enrolled,SF,,,,,,,
2410,2012-03-28,control,NYC,C,young,,,,,
2411,2012-03-28,enrolled,,,,,,,,
2412,2012-03-28,control,,,,Shane.  Shane.  Come back!,,,,
2413,2012-03-28,enrolled,,B,,"Frankly, my dear, I don't give a damn.",,,,
2414,2012-03-28,control,,,oldish,"Mother of mercy, is this the end of Rico?",,,,
2415,2012-03-28,control,,D,youthful,,,,,
2416,2012-03-28,control,,,young,,,,,
2417,2012-03-29,control,,,young,"Of all the gin joints in all the towns in all the world, she walks into mine.",,,,
2418,2012-03-29,enrolled,NYC,,,,,,,
2419,2012-03-29,enrolled,,B,wise,"Frankly, my dear, I don't give a damn.",,,,
2420,2012-03-29,control,,D,,,,,,
2421,2012-03-29,enrolled,,,,,,,,
2422,2012-03-29,control,LA,,,,,,,
2423,2012-03-29,control,NYC,,young,,,,,
2424,2012-03-29,enrolled,NYC,D,oldish,You can't handle the truth!,,,,
2425,2012-03-29,enrolled,NYC,D,,,,,,
2426,2012-03-29,control,,B,,What a dump.,,,,
2427,2012-03-29,enrolled,,D,young,"Life is a banquet, and most poor suckers are starving to death!",,,,
2428,2012-03-29,enrolled,NYC,C,youthful,,,,,
2429,2012-03-29,enrolled,,C,youthful,"Mother of mercy, is this the end of Rico?",,,,
2430,2012-03-29,control,,,,,,,,
2431,2012-03-29,enrolled,,D,young,,,,,
2432,2012-03-29,control,SF,,,,,,,
2433,2012-03-29,enrolled,,A,,,,,,
2434,2012-03-29,control,LA,,wise,"Oh, Jerry, don't let's ask for the moon. We have the stars.",,,,
2435,2012-03-29,enrolled,,,,"Frankly, my dear, I don't give a damn.",,,,
2436,2012-03-29,control,,C,wise,"Frankly, my dear, I don't give a damn.",,,,
2437,2012-03-29,control,,A,,Badges? We ain't got no badges! We don't need no badges! I don't have to show you any stinking badges!,,,,
2438,2012-03-29,control,,B,,,,,,
2439,2012-03-29,enrolled,,,,,,,,
2440,2012-03-29,enrolled,,B,youthful,They call me Mister Tibbs!,,,,
2441,2012-03-29,control,SF,A,,,,,,
2442,2012-03-29,control,LA,A,oldish,"Forget it, Jake, it's Chinatown.",,,,
2443,2012-03-29,control,,B,wise,You talking to me?,,,,
2444,2012-03-29,enrolled,SF,,,,,,,
2445,2012-03-30,control,,,youthful,,,,,
2446,2012-03-30,control,,D,oldish,A boy's best friend is his mother.,,,,
2447,2012-03-30,enrolled,LA,B,oldish,Show me the money!,,,,
2448,2012-03-30,control,,,,I'll have what she's having.,,,,
2449,2012-03-30,control,,,,,,,,
2450,2012-03-30,control,,D,,"No wire hangers, ever!",,,,
2451,2012-03-30,control,NYC,,,,,,,
2452,2012-03-30,enrolled,NYC,A,,I see dead people.,,,,
2453,2012-03-30,control,,,,,,,,
2454,2012-03-30,control,LA,,young,Shane.  Shane.  Come back!,,,,
2455,2012-03-30,control,SF,,young,,,,,
2456,2012-03-30,control,,,,,,,,
2457,2012-03-30,control,NYC,,young,"Well, here's another nice mess you've gotten me into!",,,,
2458,2012-03-30,control,,B,oldish,"Frankly, my dear, I don't give a damn.",,,,
2459,2012-03-30,control,,A,young,,,,,
2460,2012-03-30,control,,,wise,,,,,
2461,2012-03-30,enrolled,LA,,,,,,,
2462,2012-03-30,enrolled,NYC,,oldish,,,,,
2463,2012-03-30,control,NYC,,wise,,,,,
2464,2012-03-30,enrolled,NYC,,oldish,,,,,
2465,2012-03-30,control,SF,D,youthful,My precious.,,,,
2466,2012-03-30,enrolled,,D,,"Listen to me, mister. You're my knight in shining armor.  Don't you forget it.  You're going to get back on that horse, and I'm going to be right behind you, holding on tight, and away we're gonna go, go, go!",,,,
2467,2012-03-30,control,,A,,,,,,
2468,2012-03-30,control,,,oldish,Show me the money!,,,,
2469,2012-03-30,enrolled,,A,wise,,,,,
2470,2012-03-30,enrolled,,,oldish,"If you build it, he will come.",,,,
2471,2012-03-30,control,,D,,,,,,
2472,2012-03-31,control,,C,,,,,,
2473,2012-03-31,enrolled,NYC,,oldish,"Gentlemen, you can't fight in here! This is the War Room!",,,,
2474,2012-03-31,enrolled,LA,,,"You've got to ask yourself one question: 'Do I feel lucky?' Well, do ya, punk?",,,,
2475,2012-03-31,enrolled,,A,,"Frankly, my dear, I don't give a damn.",,,,
2476,2012-03-31,control,NYC,C,youthful,Snap out of it!,,,,
2477,2012-03-31,enrolled,SF,,wise,"I'll get you, my pretty, and your little dog, too!",,,,
2478,2012-03-31,enrolled,,D,,,,,,
2479,2012-03-31,control,,,,,,,,
2480,2012-03-31,control,,,wise,,,,,
2481,2012-03-31,enrolled,SF,,young,,,,,
2482,2012-03-31,enrolled,,C,youthful,,,,,
2483,2012-03-31,enrolled,,,,"Take your stinking paws off me, you damned dirty ape.",,,,
2484,2012-03-31,control,LA,B,,,,,,
2485,2012-03-31,control,NYC,C,youthful,,,,,
2486,2012-03-31,enrolled,,,,I'll be back.,,,,
2487,2012-03-31,enrolled,NYC,,wise,,,,,
2488,2012-03-31,control,,,,Who's on first.,,,,
2489,2012-03-31,enrolled,LA,,young,"Frankly, my dear, I don't give a damn.",,,,
2490,2012-03-31,enrolled,SF,,,,,,,
2491,2012-03-31,control,,C,young,,,,,
2492,2012-03-31,control,,,,,,,,
2493,2012-03-31,control,SF,D,,,,,,
2494,2012-03-31,enrolled,LA,A,,"Mrs. Robinson, you're trying to seduce me.  Aren't you?",,,,
2495,2012-03-31,enrolled,,B,,"Yo, Adrian!",,,,
2496,2012-03-31,control,,,young,,,,,
2497,2012-03-31,enrolled,,,,"Keep your friends close, but your enemies closer.",,,,
2498,2012-03-31,enrolled,NYC,,young,"Here's looking at you, kid.",,,,
2499,2012-03-31,control,LA,C,,"Frankly, my dear, I don't give a damn.",,,,
2500,2012-03-31,control,NYC,,oldish,"One morning I shot an elephant in my pajamas. How he got in my pajamas, I don't know.",,,,
2501,2012-03-31,control,LA,C,young,,,,,
2502,2012-04-01,enrolled,,B,,My precious.,,,,
2503,2012-04-01,enrolled,SF,D,wise,"Well, here's another nice mess you've gotten me into!",,,,
2504,2012-04-01,enrolled,NYC,D,oldish,,,,,
2505,2012-04-01,control,,D,youthful,Love means never having to say you're sorry.,,,,
2506,2012-04-01,control,,B,young,,,,,
2507,2012-04-01,enrolled,LA,,,You can't handle the truth!,,,,
2508,2012-04-01,enrolled,,,youthful,,,,,
2509,2012-04-01,control,,C,young,,,,,
2510,2012-04-01,control,,,,,,,,
2511,2012-04-01,control,LA,,oldish,,,,,
2512,2012-04-01,enrolled,LA,C,youthful,,,,,
2513,2012-04-01,enrolled,SF,,,,,,,
2514,2012-04-01,enrolled,LA,,,,,,,
2515,2012-04-01,enrolled,,,,"Open the pod bay doors, HAL.",,,,
2516,2012-04-01,enrolled,SF,A,young,"Oh, Jerry, don't let's ask for the moon. We have the stars.",,,,
2517,2012-04-01,enrolled,,A,youthful,,,,,
2518,2012-04-01,control,,C,oldish,,,,,
2519,2012-04-01,control,,,,They're here!,,,,
2520,2012-04-01,enrolled,SF,C,wise,,,,,
2521,2012-04-02,enrolled,,,young,Who's on first.,,,,
2522,2012-04-02,control,,,youthful,"Mrs. Robinson, you're trying to seduce me.  Aren't you?",,,,
2523,2012-04-02,control,NYC,,young,It's alive!  It's alive!,,,,
2524,2012-04-02,enrolled,LA,,,"Well, here's another nice mess you've gotten me into!",,,,
2525,2012-04-02,control,LA,,,,,,,
2526,2012-04-02,enrolled,LA,D,,Love means never having to say you're sorry.,,,,
2527,2012-04-02,enrolled,NYC,A,wise,"Of all the gin joints in all the towns in all the world, she walks into mine.",,,,
2528,2012-04-02,control,NYC,,,,,,,
2529,2012-04-02,control,NYC,A,youthful,"You don't understand!  I coulda had class. I coulda been a contender. I could've been somebody, instead of a bum, which is what I am.",,,,
2530,2012-04-02,enrolled,LA,D,,,,,,
2531,2012-04-02,control,,B,,,,,,
2532,2012-04-02,enrolled,,D,young,,,,,
2533,2012-04-02,control,NYC,,,We rob banks.,,,,
2534,2012-04-02,enrolled,SF,,wise,,,,,
2535,2012-04-02,control,,C,,,,,,
2536,2012-04-02,enrolled,,B,wise,Tell 'em to go out there with all they got and win just one for the Gipper.,,,,
2537,2012-04-02,control,,,young,,,,,
2538,2012-04-02,control,,A,young,,,,,
2539,2012-04-02,control,,B,oldish,,,,,
2540,2012-04-02,control,,,,,,,,
2541,2012-04-02,enrolled,,C,,,,,,
2542,2012-04-02,enrolled,,,youthful,,,,,
2543,2012-04-02,enrolled,SF,D,,I am big!  It's the pictures that got small.,,,,
2544,2012-04-02,control,NYC,,,"One morning I shot an elephant in my pajamas. How he got in my pajamas, I don't know.",,,,
2545,2012-04-02,enrolled,,,,,,,,
2546,2012-04-02,control,NYC,,,,,,,
2547,2012-04-02,control,,,,"Go ahead, make my day.",,,,
2548,2012-04-02,control,NYC,D,young,,,,,
2549,2012-04-03,control,LA,B,oldish,,,,,
2550,2012-04-03,enrolled,,A,young,Striker: Surely you can't be serious. ,,,,
2551,2012-04-03,enrolled,NYC,,wise,,,,,
2552,2012-04-03,control,,C,,,,,,
2553,2012-04-03,enrolled,NYC,,wise,"Life is a banquet, and most poor suckers are starving to death!",,,,
2554,2012-04-03,control,NYC,D,wise,,,,,
2555,2012-04-03,control,SF,C,youthful,"Frankly, my dear, I don't give a damn.",,,,
2556,2012-04-03,enrolled,SF,C,,,,,,
2557,2012-04-03,control,,A,oldish,,,,,
2558,2012-04-03,enrolled,SF,A,young,,,,,
2559,2012-04-03,enrolled,,D,young,"Wait a minute, wait a minute.  You ain't heard nothin' yet!",,,,
2560,2012-04-03,control,,C,young,"Oh, Jerry, don't let's ask for the moon. We have the stars.",,,,
2561,2012-04-03,enrolled,SF,A,,"Carpe diem.  Seize the day, boys.  Make your lives extraordinary.",,,,
2562,2012-04-03,enrolled,NYC,,young,It's alive!  It's alive!,,,,
2563,2012-04-03,enrolled,,D,,"Here's looking at you, kid.",,,,
2564,2012-04-03,enrolled,,B,young,"Take your stinking paws off me, you damned dirty ape.",,,,
2565,2012-04-03,enrolled,,,wise,,,,,
2566,2012-04-03,control,SF,,youthful,"Carpe diem.  Seize the day, boys.  Make your lives extraordinary.",,,,
2567,2012-04-03,control,,,,"La-dee-da, la-dee-da.",,,,
2568,2012-04-03,control,,C,,"Frankly, my dear, I don't give a damn.",,,,
2569,2012-04-03,enrolled,SF,D,youthful,"Stella!  Hey, Stella!",,,,
2570,2012-04-03,control,LA,A,young,,,,,
2571,2012-04-03,control,LA,,young,My mama always said life was like a box of chocolates. You never know what you're gonna get.,,,,
2572,2012-04-03,control,LA,D,,,,,,
2573,2012-04-03,enrolled,SF,,,,,,,
2574,2012-04-03,enrolled,SF,,youthful,"Yo, Adrian!",,,,
2575,2012-04-03,control,,D,wise,,,,,
2576,2012-04-03,enrolled,,B,,I'm walking here!  I'm walking here!,,,,
2577,2012-04-03,control,NYC,,,"I'll get you, my pretty, and your little dog, too!",,,,
2578,2012-04-03,control,,C,,"Frankly, my dear, I don't give a damn.",,,,
2579,2012-04-03,enrolled,,,oldish,,,,,
2580,2012-04-03,enrolled,,B,youthful,Attica! Attica!,,,,
2581,2012-04-03,control,NYC,,oldish,,,,,
2582,2012-04-04,control,,,youthful,What we've got here is failure to communicate.,,,,
2583,2012-04-04,enrolled,LA,,youthful,,,,,
2584,2012-04-04,enrolled,SF,,,,,,,
2585,2012-04-04,enrolled,SF,,,What we've got here is failure to communicate.,,,,
2586,2012-04-04,control,SF,B,,,,,,
2587,2012-04-04,control,,B,,I love the smell of napalm in the morning. ,,,,
2588,2012-04-04,enrolled,NYC,C,,A census taker once tried to test me. I ate his liver with some fava beans and a nice Chianti.,,,,
2589,2012-04-04,enrolled,NYC,B,,I'll be back.,,,,
2590,2012-04-04,enrolled,,A,youthful,We'll always have Paris.,,,,
